"station_id","tract_geoid","state_fips","state_name","county_fips","tract_code","site_name","industry","matrix","sample_year","longitude","latitude","pfoa","pfos","total_pfas","reported_pfas_level","total_population","people_of_color","people_of_color_pct","white_non_hispanic_pct","black_non_hispanic_pct","aian_non_hispanic_pct","asian_non_hispanic_pct","nhpi_non_hispanic_pct","other_race_non_hispanic_pct","multiracial_non_hispanic_pct","hispanic_or_latino_pct","median_household_income"
"90","06073019105","06","California","073","019105","Valley Center Landfill","Landfill","Groundwater","2019","-117.071809","33.235026","11","5","65","65","7971","3424","42.9557144649354","57.0442855350646","3.29946054447372","1.25454773554134","11.5794755990465","0","0.439091707439468","4.65437209885836","21.728766779576","122109"
"91","06089012303","06","California","089","012303","Anderson Class III Landfill","Landfill","Groundwater","2019","-122.35718","40.414959","4",,"65","65","3923","1393","35.5085393831252","64.4914606168748","0","1.63140453734387","13.4335967371909","0.637267397399949","0","2.11572775936783","17.6905429518226","97941"
"92","06055201005","06","California","055","201005","Napa Pipe, Class II Waste Management Unit","Landfill","Groundwater","2019","-122.283571","38.247911","3",,"66","66","2650","1907","71.9622641509434","28.0377358490566","3.16981132075472","0.30188679245283","22.188679245283","0","0","4.90566037735849","41.3962264150943","103056"
"93","06059042203","06","California","059","042203","Forster Canyon Landfill","Landfill","Groundwater","2019","-117.661503","33.491419","5","9","68","68","9842","2917","29.6382849014428","70.3617150985572","0.863645600487706","0.711237553342816","4.46047551310709","0","1.90002032107295","4.10485673643568","17.5980491769965","137607"
"94","06037901300","06","California","037","901300","Lancaster Class III Landfill & Recycling Center","Landfill","Groundwater","2019","-118.117597","34.744257","7","15","69","69","1840","1275","69.2934782608696","30.7065217391304","1.90217391304348","0","0","0","0","2.5","64.8913043478261","65398"
"95","06037920106","06","California","037","920106","Chiquita Canyon Landfill","Landfill","Groundwater","2019","-118.64655","34.426092","1",,"70","70","3716","2780","74.8116254036598","25.1883745963402","4.14424111948332","0","3.68675995694295","0","0.69967707212056","3.4983853606028","62.7825618945102","137813"
"96","06029006500","06","California","029","006500","Mojave/Rosamond Landfill","Landfill","Groundwater","2019","-118.139018","34.994104","1",,"76","76","3728","2279","61.131974248927","38.868025751073","13.3583690987124","1.28755364806867","3.16523605150215","0.509656652360515","0","10.0321888412017","32.7789699570815","48833"
"97","06037910401","06","California","037","910401","Antelope Valley Public Landfill","Landfill","Groundwater","2019","-118.14984","34.56731","8","5","77","77","5742","4413","76.8547544409613","23.1452455590387","8.65552072448624","0","5.53814002089864","0","1.02751654475792","5.64263322884013","55.9909439219784","87580"
"98","06071010435","06","California","071","010435","Landers Class III Waste Management Facility","Landfill","Groundwater","2019","-116.369275","34.237283","16","4","82","82","1912","616","32.2175732217573","67.7824267782427","3.24267782426778","3.24267782426778","0","0.47071129707113","0","6.11924686192469","19.1422594142259","45313"
"99","06029000914","06","California","029","000914","China Grade Sanitary Landfill","Landfill","Groundwater","2019","-118.928475","35.428546",,,"87","87","4613","3056","66.247561239974","33.752438760026","0.216778668978972","1.34402774766963","10.2969867765012","0","17.6457836548884","0.585302406243226","36.1586819856926","99116"
"100","06107002701","06","California","107","002701","Kennedy Meadows Solid Waste Disposal Service","Landfill","Groundwater","2019","-118.106204","35.990674",,,"98","98","1354","358","26.4401772525849","73.5598227474151","0.221565731166913","1.55096011816839","0","0","0.221565731166913","4.28360413589365","20.1624815361891","57202"
"101","06001450742","06","California","001","450742","Old Pleasanton Landfill","Landfill","Groundwater","2019","-121.839468","37.665387","37","12","101","101","5241","2725","51.9938942949819","48.0061057050181","0.763213127265789","0","37.3211219232971","0","0","5.2470902499523","8.66246899446671","153900"
"102","06073007601","06","California","073","007601","Mission Bay Landfill","Landfill","Groundwater","2019","-117.210039","32.76185","11","44","107","107","1756","220","12.5284738041002","87.4715261958998","0.626423690205011","0.968109339407745","0.398633257403189","2.33485193621868","0","3.98633257403189","4.21412300683371","114034"
"103","06037980010","06","California","037","980010","Bishop'S Canyon Landfill","Landfill","Groundwater","2019","-118.237494","34.08258","3",,"115","115","182","177","97.2527472527473","2.74725274725275","0","0","51.0989010989011","0.549450549450549","0","2.1978021978022","43.4065934065934",
"104","06073003213","06","California","073","003213","Hillsborough Landfill","Landfill","Groundwater","2019","-117.028062","32.691688","8","10","125","125","3984","3660","91.8674698795181","8.13253012048193","22.9417670682731","0","47.464859437751","0","0","2.71084337349398","18.75","137870"
"105","06037121900","06","California","037","121900","Penrose Landfill","Landfill","Groundwater","2019","-118.37947","34.221643","5","17","125","125","2797","2520","90.0965319985699","9.9034680014301","1.17983553807651","0","5.68466213800501","0","0","0","83.2320343224884","56115"
"106","06065941200","06","California","065","941200","Palm Spring International Airport","Airport","Groundwater","2020","-116.508965","33.832098","593",,"26679","26679","2967","823","27.7384563532187","72.2615436467813","2.93225480283114","0.70778564206269","5.59487698011459","0.741489720256151","0.47185709470846","4.41523424334344","12.8749578699023","97250"
"107","06067009201","06","California","067","009201","SACRAMENTO ARMY DEPOT","Military","Groundwater","2023","-121.3958","38.520281","150","240","497","497","6824","5207","76.3042203985932","23.6957796014068","10.5656506447831","0.0293083235638921","32.9425556858148","4.20574443141852","0","3.47303634232122","25.0879249706917","96382"
"108","06085509108","06","California","085","509108","RAYTHEON CORP.","Industry","Groundwater","2023","-122.0533","37.3975","20","40000","40000","40000","4617","3594","77.8427550357375","22.1572449642625","6.30279402209227","0","39.5278319254927","0","0.32488628979857","8.70695256660169","22.9802902317522","219063"
"109","06085504700","06","California","085","504700","Moffett Field Air National Guard Base","Military","Soil","2023","-122.038557","37.406954","120000","1900000",,"2020000","845","479","56.6863905325444","43.3136094674556","3.55029585798817","0","6.98224852071006","13.491124260355","0","12.189349112426","20.4733727810651","194917"
"110","06067005301","06","California","067","005301","28th Street Landfill","Landfill","Groundwater","2019","-121.463705","38.585487","24","40","127","127","2332","1211","51.9296740994854","48.0703259005146","12.9073756432247","0","9.51972555746141","0","0.257289879931389","12.3070325900515","16.9382504288165","94861"
"111","06045010700","06","California","045","010700","Abex Corporation - Remco Hydraulics","Industry","Groundwater","2019","-123.351196","39.402906","38",,"127","127","6775","2944","43.4538745387454","56.5461254612546","0.309963099630996","4.48708487084871","3.36531365313653","0","0.339483394833948","5.90405904059041","29.0479704797048","70781"
"112","06073013308","06","California","073","013308","Former Omar Rendering Landfill","Landfill","Groundwater","2019","-117.04497","32.59369","2","18","128","128","3901","3721","95.3857985132017","4.61420148679826","3.40938220968982","0","7.7416047167393","0","0.0512689054088695","0.435785695975391","83.7477569853884","101979"
"113","06111002905","06","California","111","002905","Oxnard Airport","Airport","Groundwater","2020","-119.21847","34.199921","500","20","37062","37062","5193","4306","82.9193144617755","17.0806855382245","1.40573849412671","0","9.18544194107452","0","0.481417292509147","3.38917773926439","68.4575389948007","132823"
"114","06111002901","06","California","111","002901","Coastal/Santa Clara Landfill","Landfill","Groundwater","2019","-119.208355","34.231674","21","25","132","132","5680","4223","74.3485915492958","25.6514084507042","1.61971830985915","0.316901408450704","9.6830985915493","0.105633802816901","0.299295774647887","5.82746478873239","56.4964788732394","134861"
"115","06097152702","06","California","097","152702","Sonoma County Airport","Airport","Groundwater","2020","-122.810678","38.508193","370","400","38720","38720","4842","1853","38.2693102023957","61.7306897976043","1.46633622470054","0","5.20446096654275","0.0413052457662123","2.72614622057001","6.23709211069806","22.5939694341181","113772"
"116","06073021202","06","California","073","021202","Viejas Sanitary Landfill","Landfill","Groundwater","2019","-116.63958","32.82897","52","2","137","137","3238","937","28.9376158122298","71.0623841877702","0.80296479308215","2.19271155033972","0.277949351451513","0.432365657813465","0.86473131562693","5.68252007411983","18.6843730697962","91597"
"117","06073011602","06","California","073","011602","Duck Pond Landfill","Landfill","Groundwater","2019","-117.098841","32.655946","22","35","139","139","3811","3247","85.2007347152978","14.7992652847022","6.19260036735765","0.55103647336657","8.00314877984781","0","0","0.393597480976122","70.0603516137497","61854"
"118","06073018509","06","California","073","018509","Maxson Street Landfill","Landfill","Groundwater","2019","-117.363338","33.200205","22","44","143","143","5559","4597","82.6947292678539","17.3052707321461","10.1996762007555","0","6.17017449181507","2.23061701744918","0.449721172872819","5.00089944234575","58.6436409426156","71371"
"119","06067005205","06","California","067","005205","L And D Landfill Company","Landfill","Groundwater","2019","-121.38439","38.525418","3","16","144","144","3716","2317","62.3519913885899","37.6480086114101","23.6813778256189","0","4.97847147470398","0.565123789020452","0","5.43595263724435","27.6910656620022","56645"
"120","06085504602","06","California","085","504602","Zanker Road Class III Landfill","Landfill","Groundwater","2019","-121.949059","37.438862","19",,"148","148","1542","1261","81.7769130998703","18.2230869001297","2.14007782101167","0","18.5473411154345","0","0","2.72373540856031","58.3657587548638","121953"
"121","06073017010","06","California","073","017010","Poway Landfill","Landfill","Groundwater","2019","-117.01935","32.96565","20","13","155","155","3113","920","29.5534853838741","70.4465146161259","0.32123353678124","0","7.3562479922904","0.224863475746868","2.76260841631866","7.74172823642788","11.146803726309","214398"
"122","06083003102","06","California","083","003102","Lompoc Solid Waste Disp Site","Landfill","Groundwater","2019","-120.482468","34.629406","39",,"159","159","3019","1598","52.9314342497516","47.0685657502484","0.927459423650215","0.0331235508446505","0.927459423650215","0","0","3.11361377939715","47.9297780722093","109107"
"123","06063000300","06","California","063","000300","Portola Class III Landfill","Landfill","Groundwater","2019","-120.447449","39.825179","66",,"159","159","5439","1621","29.8032726604155","70.1967273395845","0","2.92333149476007","2.51884537598823","0","0","5.38701967273396","18.9740761169333","54420"
"124","06107003401","06","California","107","003401","Teapot Dome Solid Waste Disposal Service","Landfill","Groundwater","2019","-119.107254","36.016506","39","31","162","162","4830","3768","78.0124223602485","21.9875776397516","0.807453416149068","0.165631469979296","6.19047619047619","0","0","0.952380952380952","69.8964803312629","51616"
"125","06037980004","06","California","037","980004","Air Force Plant 42","Military","Groundwater","2019","-118.088878","34.631927","10","8","165","165","0","0",,,,,,,,,,
"126","06079013100","06","California","079","013100","Chicago Grade Landfill Solid Waste Disposal Service","Landfill","Groundwater","2019","-120.631944","35.524221","14",,"167","167","6475","1259","19.4440154440154","80.5559845559846","0.123552123552124","0","0.277992277992278","0","0.540540540540541","4.78764478764479","13.7142857142857","109631"
"127","06035040200","06","California","035","040200","Westwood Class III Landfill","Landfill","Groundwater","2019","-121.022516","40.315434","63",,"173","173","2481","672","27.0858524788392","72.9141475211608","0","7.33575171301894","0","0","0.483675937122128","5.40104796453043","13.8653768641677","65795"
"128","06037121102","06","California","037","121102","Bradley Landfill & Recycling","Landfill","Groundwater","2019","-118.378646","34.240762","12","8","189","189","2436","1586","65.1067323481117","34.8932676518883","2.58620689655172","0","2.01149425287356","0","3.28407224958949","4.80295566502463","52.4220032840722","79743"
"129","06073005602","06","California","073","005602","Balboa Park Landfill","Landfill","Groundwater","2019","-117.142382","32.723013","23","15","191","191","2096","972","46.3740458015267","53.6259541984733","2.09923664122137","0","12.0229007633588","0","1.76526717557252","2.33778625954198","28.1488549618321","104896"
"130","06073003201","06","California","073","003201","Paradise Hills Park Landfill","Landfill","Groundwater","2019","-117.049974","32.68544","16","53","195","195","5335","4758","89.1846298031865","10.8153701968135","14.8641049671978","0.0937207122774133","25.8669165885661","4.47985004686036","0","13.2146204311153","30.6654170571696","83169"
"131","06073016201","06","California","073","016201","Gillespie Landfill","Landfill","Groundwater","2019","-116.983113","32.81877","15","7","224","224","5537","1042","18.8188549756186","81.1811450243814","2.31172114863645","0","0.740473180422612","0.288965143579556","0.216723857684667","5.94184576485461","9.31912588044067","130852"
"132","06073002712","06","California","073","002712","South Chollas Landfill","Landfill","Groundwater","2019","-117.059209","32.736896","18",,"243","243","5309","4809","90.5820305142211","9.41796948577887","19.9849312488228","0","17.2537200979469","0","0.621585986061405","0.979468826521002","51.7423243548691","52688"
"133","06037408402","06","California","037","408402","Puente Hills Landfill","Landfill","Groundwater","2019","-118.024533","34.024491","25","12","245","245","6152","4943","80.3478543563069","19.6521456436931","0.666449934980494","0","20.8875162548765","0","0.0812743823146944","0.487646293888166","58.2249674902471","109828"
"134","06097150612","06","California","097","150612","Petaluma Landfill - Casa Grande","Landfill","Groundwater","2019","-122.608031","38.228914","260","17","0","260","4729","1671","35.3351659970395","64.6648340029605","2.83358003806302","0","4.50412349333897","0","0.718968069359273","5.85747515330937","21.4210192429689","135240"
"135","06021010300","06","California","021","010300","Glenn County Class III Landfill","Landfill","Groundwater","2019","-122.285496","39.634602","120",,"267","267","2196","789","35.9289617486339","64.0710382513661","0.364298724954463","3.09653916211293","0.683060109289617","0","0.546448087431694","2.82331511839709","28.4153005464481","78558"
"136","06067009900","06","California","067","009900","Grand Island Class III Landfil","Landfill","Groundwater","2019","-121.649108","38.174659","66","13","280","280","3808","2416","63.4453781512605","36.5546218487395","0","0","4.28046218487395","0","0.446428571428571","2.4422268907563","56.2762605042017","76034"
"137","06071012105","06","California","071","012105","Apple Valley Municipal Landfill","Landfill","Groundwater","2019","-117.113586","34.500311","190","8","282","282","2760","1194","43.2608695652174","56.7391304347826","2.7536231884058","0.543478260869565","3.3695652173913","0","0.217391304347826","2.7536231884058","33.6231884057971","74453"
"138","06111002905","06","California","111","002905","Bailard Landfill","Landfill","Groundwater","2019","-119.225349","34.229403","25","10","288","288","5193","4306","82.9193144617755","17.0806855382245","1.40573849412671","0","9.18544194107452","0","0.481417292509147","3.38917773926439","68.4575389948007","132823"
"139","06037920326","06","California","037","920326","Sunshine Canyon Landfill","Landfill","Groundwater","2019","-118.51972","34.334468","21","9","314","314","6971","4014","57.5814086931574","42.4185913068426","4.73389757567064","0.860708650121934","23.1674078324487","0","1.00416009180892","4.60479127815235","23.2104432649548","133417"
